date,open,high,low,close,volume
2023-01-02,30.530782399479293,31.03416183465696,29.89691354400241,30.390049491940243,237896349
2023-01-03,30.589610518353805,30.827467698362913,30.13093630835582,30.300330739722924,205220062
2023-01-04,30.703923638204696,31.133156619510263,30.703923638204696,30.810355204440157,383510117
2023-01-05,32.11224686803457,32.176600407751124,31.702752917574642,32.02210955516709,341108042
2023-01-06,31.747508105914598,32.34755145937487,31.575979909775523,31.85112660011722,311013191
2023-01-09,31.60390635070516,32.097608615957014,31.47912891557762,31.681069616680666,130450573
2023-01-10,32.87568362577816,33.53922333535831,32.45991837442347,32.97334968585668,350118331
2023-01-11,33.48361471985538,34.13605985329384,33.03559424279095,33.62888997250951,430887116
2023-01-12,33.261189513535676,33.86486049201451,32.897072375274945,33.25312203545863,412192684
2023-01-13,33.58398290471401,33.91693650388178,32.98823018435942,33.72409812101157,412485855
2023-01-16,33.39741787567783,34.037344374782144,33.32341671680486,33.35231606799705,410596897
2023-01-17,32.97444116827703,33.36469236761274,32.703998191370665,32.98272611730009,126150956
2023-01-18,33.159776019676784,34.08261513721846,33.057831121156966,33.199440727270975,444092220
2023-01-19,31.52096495698435,31.806716787879576,31.50847405466466,31.664653400973677,196965754
2023-01-20,30.255865161157594,31.068204755771692,30.0600078686809,30.343371093755966,312882959
2023-01-23,30.04783859368964,30.28151933977633,29.66458436984767,29.934776257031547,343733569
2023-01-24,29.274053181421763,29.340750120820264,28.55535484324045,29.20091697538495,430120103
2023-01-25,29.302022322697333,29.626419185130658,29.0028892675615,29.44594752490249,102681206
2023-01-26,28.813736398256573,29.01362058997526,28.747406496892083,28.79943282796729,495456673
2023-01-27,27.91873578331197,28.186764696818578,27.123535684392714,27.814239476367362,291192809
2023-01-30,28.625767171269864,29.27612597514603,28.296073360864213,28.866718432267216,452558735
2023-01-31,28.79662030632405,28.873976692270617,28.297675379187357,28.718597592759632,315719099
2023-02-01,28.686152023921068,29.063715971501498,28.54584192740778,28.781508580941246,186743361
2023-02-02,27.86756156255193,28.542404696404347,27.723688304709974,27.788281779622213,413110977
2023-02-03,27.32169973603685,28.07967239493422,27.233769432312638,27.426366864235963,465544921
2023-02-06,27.267963981571786,27.887493071646436,27.001452871477763,27.5162822077397,219714828
2023-02-07,26.53148301678831,27.024784070790183,26.078379577431296,26.749159982030715,279763383
2023-02-08,27.02158298795445,27.311180026308445,26.411410137277745,27.015087892652595,294521198
2023-02-09,26.660346817098738,27.02271107010972,26.46364049536646,26.625770258789366,469850270
2023-02-10,26.417947398441008,26.493600660173907,26.417947398441008,26.445531688838027,233163302
2023-02-13,26.14694663157847,26.27069786546988,25.773712710970198,26.06372613678552,212983490
2023-02-14,27.199412107144013,27.404153167213465,27.199412107144013,27.31269190444605,329706631
2023-02-15,27.308106919750784,27.67754884495746,26.973337026015148,27.317132472817914,282600918
2023-02-16,26.456392404079864,27.021553782934923,26.382818840639928,26.61756390954321,332907725
2023-02-17,27.0955745768878,27.350934236654343,27.013681510520428,27.18417270353226,217379703
2023-02-20,26.386454518816116,26.976181329385433,26.307455892085667,26.380202586057933,229290109
2023-02-21,26.417431314364414,26.53671571016794,26.157243245350337,26.531571909730033,169441078
2023-02-22,25.22710558580811,25.319052958661604,25.130663211913998,25.275705148554085,233620762
2023-02-23,24.585525141530166,24.750992789247924,24.446770999013605,24.462443237899592,194604917
2023-02-24,24.524482782408082,25.047412206857018,24.276225434040708,24.59542729257074,407071708
2023-02-27,25.170985516233486,25.654587644986393,24.821102282332696,25.066247190950726,457588198
2023-02-28,25.04419006760616,25.34585984873718,24.577498160967068,25.186456631109664,496128038
2023-03-01,25.192862647627706,25.59439166055727,24.54110910875528,25.126302547302085,310369424
2023-03-02,25.130182306829767,25.192161185766995,24.79207837073898,24.950344140889158,166469096
2023-03-03,23.932294648097436,24.264311683101987,23.932294648097436,24.056965143169776,244608012
2023-03-06,23.545530738718337,24.043235686092885,23.31467187910021,23.639722652831736,484949650
2023-03-07,23.448199159846844,23.73655899265263,23.33367382922157,23.38073730080073,276615186
2023-03-08,23.994503999790318,24.08160523728008,23.72071008789889,24.018888622353565,198000184
2023-03-09,24.283206322879142,24.766918759291364,23.847297046521735,24.238226733728833,141280792
2023-03-10,23.13462712745895,23.69294753648214,22.74489160303397,23.204703613682927,369907998
2023-03-13,23.415307017932438,23.522094280669858,23.189875023603037,23.405173772818667,158665296
2023-03-14,23.17447257979768,23.49788804189629,22.998389736572605,23.192525320916285,113245462
2023-03-15,22.947957213643512,23.133060787302977,22.746844113612546,22.814743969896483,419329725
2023-03-16,23.207376838480343,23.458006013028196,23.099435972008948,23.177892144154043,439074121
2023-03-17,23.835128450797736,23.92815593735837,23.600125068885877,23.7949622378204,468786441
2023-03-20,24.31745444191832,24.480386157021112,24.05234578173841,24.36763678346806,406798051
2023-03-21,23.81544797100988,24.107508653867363,23.460431335928522,23.873652679198493,334751541
2023-03-22,23.65039957027103,24.16104292984666,23.616938099178633,23.701661308590822,408274739
2023-03-23,23.957874219115276,24.253806165326843,23.386078872491165,23.91071605325026,151929747
2023-03-24,24.461689900232408,24.6857415467658,24.321324633976264,24.51328847033181,347464095
2023-03-27,24.26861196681268,24.625443367353995,23.995308098894427,24.233500670867684,212865137
2023-03-28,24.38377761100092,24.441971239946852,24.036274070183772,24.133345785415727,478698929
2023-03-29,23.589042835530616,23.937456979836103,23.266110785848696,23.486743423533607,482048667
2023-03-30,22.768990375937403,22.89551506592808,22.416811944254977,22.80616711172227,411534579
2023-03-31,23.425665496054645,23.45114955230721,22.91568715958509,23.28580930442798,328466740
2023-04-03,24.051747901931904,24.12605147391355,23.914155668741056,24.100922867378248,331750039
2023-04-04,23.824321661520255,24.07820965765142,23.81601035289244,24.06960593354637,271670350
2023-04-05,24.56898868307747,25.169707479323684,24.34459723392084,24.69345434957281,325489941
2023-04-06,24.867845039266733,25.086202430746148,24.867845039266733,24.930179634115373,371823901
2023-04-07,24.5004625124226,24.857071158895476,24.402042404322064,24.543599543354595,186629054
2023-04-10,24.78102122409587,25.017225633708456,24.37350489051259,24.778739303014262,176776652
2023-04-11,25.978886868265313,26.11888627685577,25.76205305781666,25.762937122931888,279493946
2023-04-12,25.794842395962615,26.02610046512998,25.434739164860687,25.752746007864783,208860886
2023-04-13,26.770601748596302,26.800519103680035,26.770601748596302,26.7934473003191,191952593
2023-04-14,25.21154889413204,25.55861154480131,24.762666557489386,25.10742769085227,213583115
2023-04-17,25.392374783143353,25.796607958098573,25.392374783143353,25.6414783644098,244414622
2023-04-18,25.74047987153214,25.773249628951824,25.63509052364096,25.7101913946105,247206093
2023-04-19,25.629888729222117,25.699353579105907,25.038267078473424,25.531482074822968,130031137
2023-04-20,25.49734960679691,26.166337083623816,25.49734960679691,25.602917280596607,137917521
2023-04-21,24.513391462423147,24.783528618887775,24.28825488056382,24.374002144911266,416874487
2023-04-24,24.293682390361365,24.427515728929492,23.971194235798365,24.252635240854858,119575137
2023-04-25,24.431529655734614,24.658784227914268,24.012571272603218,24.482365808855192,333354314
2023-04-26,25.496963364119782,25.605314367781517,25.368931704377218,25.41654771166495,192543848
2023-04-27,25.386897350301084,25.769965444450026,24.83849849105359,25.101903782124268,217882416
2023-04-28,24.63431203216533,24.933252303224247,24.281380297542373,24.611931632986092,390283086
2023-05-01,24.347465512754184,24.64411767458379,23.939276832016112,24.31728525873341,100578526
2023-05-02,24.835473935228258,25.346745817323892,24.60858422563003,24.892647479919827,375047664
2023-05-03,25.00392919278829,25.40970529739436,24.933253932999158,25.11062982966055,147799289
2023-05-04,24.89558143277809,24.989198077467265,24.70886904154189,24.79265030510118,241805404
2023-05-05,25.017843994952994,25.337178177921245,24.85682209799401,25.125391200083115,301227417
2023-05-08,25.208056412267446,25.436595540545582,25.163184001734862,25.199039410106824,486713361
2023-05-09,25.767934140630086,26.080227435163433,25.48425987968744,25.829622698776102,212397407
2023-05-10,25.453740546641306,25.79466946961147,25.050313527229097,25.392927047778628,452086309
2023-05-11,25.24040388525591,25.460820450442952,24.76416009364105,25.198365187364878,189020624
2023-05-12,25.094550349931893,25.36101272125406,24.742764007667176,24.96503922291321,369249878
2023-05-15,24.033880859030702,24.305418973371275,24.033880859030702,24.080166656414733,457626967
2023-05-16,24.23847538072989,24.52920720256643,23.90829302959629,24.271226358945448,483705905
2023-05-17,24.322749299768265,24.58866816225773,23.79562169033384,24.442365803650723,494999559
2023-05-18,24.40338443650159,24.881583853020746,24.209070732193567,24.45771642933362,116406440
2023-05-19,24.37275264444777,24.63756037584381,24.225271568356924,24.326859963156107,488139397
2023-05-22,23.581785609473073,23.915364057370383,23.292311875954045,23.492866447108916,381099179
2023-05-23,23.15149129588576,23.565051800522664,22.77032287821336,23.25873328247272,455260223
2023-05-24,23.17215698249256,23.688019514271108,22.960350197281283,23.071839939496975,384628124
2023-05-25,22.77836569712306,22.82599346081159,22.54341282302162,22.62500910264629,340034459
2023-05-26,22.591840244877464,22.97056160102649,22.406851486308828,22.545235308986832,429486968
2023-05-29,22.823811664646836,22.823811664646836,22.731436368484164,22.785514851704942,121173866
2023-05-30,23.805180340165084,24.253766201731242,23.635210377348972,23.897639014934246,187588498
2023-05-31,23.86472422085171,24.05193747331908,23.46190681510207,24.01417097510314,379105672
2023-06-01,23.966319433578516,24.302524016433573,23.87706516723463,24.181378975731324,498194586
2023-06-02,24.329122965743764,24.75973949164715,23.955753705863394,24.148486933206293,372077227
2023-06-05,23.104304274093415,23.224117319314256,22.852428779346145,23.028957479711607,408417987
2023-06-06,23.018808348097078,23.295511163276956,22.967517323943294,23.02520759103004,267213667
2023-06-07,23.103733261250774,23.4627409392634,22.67772560835224,23.07143686881384,238297169
2023-06-08,24.410980879212033,24.891969532090183,24.318925148527363,24.54912976255434,172465294
2023-06-09,24.717424504904145,24.717424504904145,24.234431401841373,24.44357455359106,391988274
2023-06-12,24.65678121783431,24.95921284381522,23.765004658055272,24.640860612168357,352618892
2023-06-13,24.64527246515589,25.351721113748454,24.32661094285526,24.63179951191412,303514962
2023-06-14,24.021363616930326,24.162821748679896,23.839114183100328,23.934509276967248,250079664
2023-06-15,24.69977290200794,24.926557914942844,24.47815157498136,24.640511334874002,109937093
2023-06-16,25.148770546807896,25.583001456313603,24.638645864386838,25.120649985751307,109955951
2023-06-19,25.53387014028027,26.11826479224811,25.355608386910845,25.63518995437739,363372343
2023-06-20,25.130591689281243,25.56028945923246,25.033726344141506,25.071489619172727,482588875
2023-06-21,26.22379775245983,26.371872635680095,25.52848818497666,25.979329083771606,315349938
2023-06-22,25.118647650378453,25.118647650378453,24.98034198981959,25.09716546310691,483495588
2023-06-23,25.683806857056993,26.068606072695598,24.84415456828366,25.48082828277791,366370745
2023-06-26,26.85973640185242,26.950898093211006,26.426609071223126,26.92856793220635,281641686
2023-06-27,26.15300280041458,26.609515964092,26.114277332357588,26.283051975042625,377579676
2023-06-28,25.910226702844515,26.02935206385061,25.401568966705295,25.92653279639112,154326176
2023-06-29,26.01144794015113,26.25090162349333,25.730044277810503,26.004202530625346,336957499
2023-06-30,25.832343108315186,26.01627423342878,25.259592381158576,25.69178444514388,133122266
2023-07-03,24.517970824985966,25.03806292740432,24.384059588065693,24.72722055589602,438688631
2023-07-04,24.971555916636,25.113497824356475,24.70200430487462,24.782029113895792,318389430
2023-07-05,24.12553476518661,24.697755493645502,24.02746993852216,24.144609960596025,118740105
2023-07-06,24.392221475272738,24.777530657046437,23.99853760859131,24.444395724277726,160627118
2023-07-07,23.779931254927604,24.093206542232917,23.725884776390558,23.900882192123735,280187158
2023-07-10,24.68929853225735,25.297899936757645,24.68929853225735,24.857604707814,118173652
2023-07-11,24.48816167524065,24.8637313956566,24.33025388115403,24.38778513857038,478154900
2023-07-12,24.20864937286897,24.20864937286897,23.88024694187849,24.204313473174782,102195690
2023-07-13,24.554572662142302,25.07922571901827,24.05904774593087,24.713972956095407,277749004
2023-07-14,23.942051248556375,24.351318383682223,23.942051248556375,23.977051430150254,348280164
2023-07-17,24.08533975289154,24.30967188512751,23.8799122303586,24.125845201271684,491046048
2023-07-18,25.147858138737565,25.463608802364707,24.40857281271455,24.939733379510656,222146327
2023-07-19,23.93822057940572,24.180251195688324,23.74491002554648,23.969331735488208,147406955
2023-07-20,23.91119872882268,24.357395420803318,23.764157354499947,24.092269353338146,119759626
2023-07-21,24.231625391649278,24.470458379779775,24.225022970534983,24.261435789499455,425441296
2023-07-24,24.718924109066865,25.003289059755442,24.420336549717582,24.75267730163944,319508163
2023-07-25,23.80678651911004,24.040476555655296,23.80678651911004,24.010947908608777,433033902
2023-07-26,23.236561447799147,23.278209916392953,22.82715301452625,23.24287129077026,396276760
2023-07-27,23.532717177054696,24.09605169423675,23.100524187736873,23.5599211736947,306382685
2023-07-28,23.823935107646527,23.823935107646527,23.017930063275838,23.747366255832592,181467080
2023-07-31,23.957961136508867,23.957961136508867,23.55854752783436,23.908497773012005,236682450
2023-08-01,24.264446608790262,24.302914629529266,23.824361541251584,24.12853479124007,140113874
2023-08-02,23.70175723357378,23.849683226572004,23.459421530712845,23.733665805175878,182245259
2023-08-03,23.751671085513586,23.89777666860102,23.71245290918021,23.883811365892882,306957353
2023-08-04,24.381201805951168,24.628399580419277,23.7655816817247,24.071478924604403,451327535
2023-08-07,23.66423781215065,24.084921247665733,23.47656779988002,23.65723309066692,143465574
2023-08-08,24.800973685704495,24.910714090699408,24.517832398708435,24.799246505985483,101722907
2023-08-09,25.104282778243604,25.810805328838367,24.59158759245082,25.107311358611728,347944744
2023-08-10,24.40691366613484,24.81809729232303,24.335275073704082,24.382764395873764,455192110
2023-08-11,24.780778272964206,24.982221678828886,24.324551378467312,24.798678009827544,460273553
2023-08-14,24.144361447921344,24.455837196551943,23.716536996455453,24.213814174088004,140476415
2023-08-15,24.639784170540622,25.407239537097432,24.48360518506062,24.70734132312477,189252066
2023-08-16,25.44200450352872,25.474584409886553,25.26868877434987,25.446171730221934,112374888
2023-08-17,24.87410813697821,25.020774208980992,24.81374130273063,24.941878309538247,324863099
2023-08-18,25.471547830353966,26.027402542691213,25.041795374138506,25.562658998660012,175452392
