open,high,low,close,volume,ema_5_ratio,ema_10_ratio,ema_20_ratio,ema_60_ratio,macd,macd_hist,atr_ratio,bb_position,rsi_14,stoch_k,volume_ratio,obv,return_1d,return_5d,volatility_20d,target_return_5d,target_direction,date
28.625767171269864,29.27612597514603,28.296073360864213,28.866718432267216,452558735,-0.005055639252586008,-0.032641466952614495,-0.054590702494805354,-0.06034618634818145,-0.599103205025358,-0.5071969655182919,0.03797598861713158,0.17426298238007434,28.128556873226742,24.858135328860627,1.3748443291124701,-748534608.0,0.03783957338808808,-0.0356794991749253,0.025423673352366307,-0.04678177146100537,0,2023-01-30
28.79662030632405,28.873976692270617,28.29767537918736,28.718597592759632,315719099,-0.006796951355951597,-0.030979687885087315,-0.054086854481926405,-0.0631660523289369,-0.662085313199448,-0.4561432589539055,0.036713346480539005,0.1781973996305673,22.354114141265583,22.9205876895002,0.9433015205755418,-1064253707.0,-0.005131197709747792,-0.016517268380026873,0.025431460039941636,-0.06857708160601272,0,2023-01-31
28.686152023921068,29.063715971501495,28.54584192740778,28.78150858094125,186743361,-0.003085579587070675,-0.023734762277958454,-0.04729524224541026,-0.05922876963495771,-0.6988665976039812,-0.39433963468675093,0.035516522753096934,0.21043712888061444,23.90465024190759,23.824600764908784,0.5748469934579546,-877510346.0,0.0021906009852472597,-0.0225646990438777,0.02505760107832801,-0.06137345731273991,0,2023-02-01
27.86756156255193,28.542404696404347,27.72368830470997,27.788281779622213,413110977,-0.025308455304250188,-0.04747973439909414,-0.0730949747538806,-0.08895510057822364,-0.7989513191360729,-0.3955394849750741,0.0371178591768507,0.13482454534309965,17.350055966464836,9.552213043918837,1.2577297947656836,-1290621323.0,-0.03450919879775649,-0.03511010284074567,0.023889208318039416,-0.041834595246019846,0,2023-02-02
27.32169973603685,28.07967239493422,27.23376943231264,27.426366864235963,465544921,-0.025660287806540505,-0.04953648632058749,-0.07768597639185726,-0.09783838192772676,-0.8971311219155496,-0.39497543020364057,0.03795137513071592,0.1390367520091781,17.368909628731387,4.351598252269996,1.3847910334478473,-1756166244.0,-0.013024012001046081,-0.013945109391215071,0.023926356749317923,-0.03576249017061561,0,2023-02-03
27.267963981571786,27.88749307164644,27.001452871477763,27.5162822077397,219714828,-0.0150903304653901,-0.03830366331921253,-0.06803532594189476,-0.0920562403894496,-0.9566561693759148,-0.3636003821312046,0.0384123288867179,0.18513253458513382,18.942582354348232,7.270407271313737,0.6449918421252577,-1536451416.0,0.003278427067968215,-0.04678177146100537,0.024038545624997937,-0.052788965456445625,0,2023-02-06
26.53148301678831,27.024784070790183,26.078379577431296,26.749159982030715,279763383,-0.028773744055459516,-0.05391390972535115,-0.08583192857991773,-0.11395904454415795,-1.0535854733472796,-0.3684237488820554,0.040416533152565215,0.1459843581807135,15.510033331863696,11.709862390362428,0.8298390163884853,-1816214799.0,-0.027878847146480035,-0.06857708160601272,0.021679677637007667,0.021067275488048987,1,2023-02-07
27.02158298795445,27.311180026308445,26.411410137277745,27.015087892652595,294521198,-0.012827249525084183,-0.03671302404530874,-0.0699459950671052,-0.10205471488200835,-1.0963069411573194,-0.3289161733536762,0.03792674150529014,0.20199519462678,21.235387255800987,18.772367402515826,0.8916470629324327,-1521693601.0,0.009941542493316469,-0.06137345731273991,0.021059349617290564,0.011180588468396868,1,2023-02-08
26.660346817098738,27.02271107010972,26.46364049536646,26.62577025878937,469850270,-0.01819979819061479,-0.04178030511028896,-0.07601450673634913,-0.11164572069951528,-1.1483413275712877,-0.3047604478141155,0.03567635116187876,0.19045703088429775,24.003257961452718,13.023375674109662,1.410139027003397,-1991543871.0,-0.014411118535324507,-0.041834595246019846,0.0210757997884515,-0.0003082107734874162,0,2023-02-09
26.417947398441008,26.493600660173907,26.417947398441008,26.445531688838027,233163302,-0.016702278326565123,-0.03984065807321091,-0.0750219084772129,-0.11424231117913952,-1.190400503959296,-0.277455699361699,0.03464744307357768,0.19294709452034153,24.795149738308453,10.348027418014153,0.7191334067986772,-2224707173.0,-0.006769327918009993,-0.03576249017061561,0.020273287542791927,0.027930654727807758,1,2023-02-10
26.14694663157847,26.27069786546988,25.7737127109702,26.06372613678552,212983490,-0.020813416158270925,-0.044371985739816266,-0.0806381475502872,-0.12337931298422,-1.240244455379056,-0.26183972062516714,0.03321578112272573,0.17033930099692035,26.123855855886546,7.527524553463787,0.677541562554223,-2437690663.0,-0.014437431492960284,-0.052788965456445625,0.020280016443607895,0.012142410015034244,1,2023-02-13
27.199412107144013,27.404153167213465,27.199412107144013,27.31269190444605,329706631,0.017255760205227233,0.0011626760769565259,-0.03321427179005043,-0.07891452517397168,-1.1655295474714293,-0.14969985017403253,0.03357171685759919,0.33862648506149146,35.91660150708168,43.9405369211333,1.0159659570724642,-2107984032.0,0.04791969348917391,0.021067275488048987,0.02431856209286294,-0.028599158129443136,0,2023-02-14
27.308106919750784,27.67754884495746,26.973337026015148,27.317132472817917,282600918,0.011547044600043188,0.0010841959318799166,-0.030003254112432765,-0.0763795676756085,-1.0933556050814168,-0.062020726227216105,0.03358108749675114,0.34962796496437976,39.307629152336396,44.06732288375187,0.8930329738401379,-1825383114.0,0.00016258259666979136,0.011180588468396868,0.024142720881405465,-0.07473065946051138,0,2023-02-15
26.456392404079864,27.021553782934923,26.382818840639928,26.61756390954321,332907725,-0.009617908149297305,-0.020178669431945795,-0.04988134679809941,-0.09707131249352674,-1.080155215321053,-0.039056269173481706,0.03247362410224536,0.2339032744887635,40.996962569775604,24.093421733074113,1.029883937076791,-2158290839.0,-0.025609150739771658,-0.0003082107734874162,0.02289649540961575,-0.08096611241237384,0,2023-02-16
27.0955745768878,27.350934236654343,27.013681510520428,27.18417270353226,217379703,0.007613825330531121,0.000555324248470157,-0.026907748929772768,-0.07549085413385614,-1.012304006554448,0.023035951674498678,0.02988253144101095,0.3660290252975138,36.34316026020021,42.871081906900166,0.6825694651604113,-1940911136.0,0.021287026713436408,0.027930654727807758,0.022398661992157363,-0.0952298765606776,0,2023-02-17
26.38645451881612,26.976181329385437,26.307455892085667,26.380202586057933,229290109,-0.014901057847316546,-0.023882838908176995,-0.05065200860649921,-0.09979804949038795,-1.0117423679568631,0.018878072217666908,0.03160666195319258,0.2039618352796421,32.84611403217177,18.434324438626593,0.7331407287639296,-2170201245.0,-0.02957493414430301,0.012142410015034244,0.022991626413929742,-0.04980838910621699,0,2023-02-20
26.41743131436441,26.53671571016794,26.157243245350337,26.531571909730037,169441078,-0.006184780477513474,-0.01500779474987346,-0.04107629606659047,-0.09181486376074977,-0.9876974643985115,0.034338380620814846,0.031053731799470383,0.2623509544639632,33.70648246138457,27.37246334178263,0.5653377983560257,-2000760167.0,0.005737989432730961,-0.028599158129443136,0.022706310650588268,-0.050698665092175466,0,2023-02-21
25.22710558580811,25.319052958661604,25.130663211914,25.275705148554085,233620762,-0.03612550149626603,-0.05099782622514626,-0.07888141503423496,-0.1309626658542018,-1.0577861566400664,-0.028600249296591995,0.033566249849181176,-0.002327059505348949,32.47128926803977,4.918327737845136,0.7628096820807362,-2234380929.0,-0.047334804189094526,-0.07473065946051138,0.024392708008830418,-0.005910917237477942,0,2023-02-22
24.58552514153017,24.750992789247924,24.446770999013605,24.462443237899592,194604917,-0.045783807863893244,-0.06771224431114387,-0.09920919112399706,-0.15451899910497546,-1.1655200006235198,-0.1090672746240362,0.03463262307097836,-0.08563363052132059,30.54754423476338,0.45549272958261733,0.6682381305154547,-2428985846.0,-0.03217563687638669,-0.08096611241237384,0.024818667908054502,0.019944896682832836,1,2023-02-23
24.52448278240808,25.047412206857015,24.276225434040708,24.59542729257074,407071708,-0.027435559594781722,-0.05184475974857505,-0.08610353547850746,-0.14572355377859247,-1.2260361646182893,-0.13566675089504443,0.03411181882850845,0.028545362875592683,30.937970150804333,9.384637094653653,1.3705432577508372,-2021914138.0,0.005436253990571016,-0.0952298765606776,0.024176272294961786,-0.021892774742059862,0,2023-02-24
25.17098551623349,25.654587644986396,24.821102282332696,25.06624719095073,457588198,-0.005896109910536684,-0.02773826118064182,-0.0624832698357588,-0.12566185843232558,-1.221918909021273,-0.10523959623842227,0.03239183487576735,0.15629491199466836,38.575155724815914,23.226893225572127,1.539320647895955,-1564325940.0,0.01914257852809098,-0.04980838910621699,0.022715177065460248,-0.05691017595302372,0,2023-02-27
